account_id,customer_id,account_type,currency_code,balance,opened_date,status
490,501,checking,USD,0,"2022-07-12 00:00:00",active
491,501,investment,USD,0,"2023-10-18 00:00:00",active
492,502,investment,INR,0,"2024-02-29 00:00:00",active
493,502,checking,INR,0,"2022-07-15 00:00:00",active
494,503,checking,USD,0,"2023-01-26 00:00:00",active
495,503,checking,USD,0,"2020-08-22 00:00:00",active
496,503,loan,EUR,0,"2022-11-05 00:00:00",active
497,504,savings,EUR,0,"2025-06-18 00:00:00",active
498,504,checking,INR,0,"2023-11-22 00:00:00",active
499,504,loan,EUR,0,"2024-08-25 00:00:00",active
500,505,savings,GBP,0,"2025-05-20 00:00:00",active
501,506,savings,GBP,0,"2022-07-29 00:00:00",active
502,506,loan,GBP,0,"2025-06-11 00:00:00",active
503,506,checking,EUR,0,"2022-01-26 00:00:00",active
504,507,loan,USD,0,"2024-11-27 00:00:00",active
505,507,checking,GBP,0,"2024-12-30 00:00:00",active
506,508,checking,USD,0,"2025-04-07 00:00:00",active
507,509,investment,GBP,0,"2021-08-10 00:00:00",active
508,510,loan,EUR,0,"2023-03-24 00:00:00",active
509,510,investment,GBP,0,"2021-05-27 00:00:00",active
510,511,investment,USD,0,"2023-12-27 00:00:00",active
511,511,investment,USD,0,"2022-08-17 00:00:00",active
512,511,investment,GBP,0,"2025-05-03 00:00:00",active
513,512,checking,EUR,0,"2020-11-17 00:00:00",active
514,512,investment,EUR,0,"2021-05-15 00:00:00",active
515,513,loan,EUR,0,"2022-05-12 00:00:00",active
516,513,investment,INR,0,"2022-01-26 00:00:00",active
517,513,savings,USD,0,"2022-06-30 00:00:00",active
518,514,savings,GBP,0,"2023-01-22 00:00:00",active
519,515,checking,GBP,0,"2021-04-17 00:00:00",active
520,516,investment,USD,0,"2022-10-17 00:00:00",active
521,516,checking,USD,0,"2022-10-05 00:00:00",active
522,516,savings,INR,0,"2022-09-23 00:00:00",active
523,517,savings,USD,0,"2020-12-12 00:00:00",active
524,517,loan,GBP,0,"2024-12-11 00:00:00",active
525,518,checking,INR,0,"2024-08-02 00:00:00",active
526,518,investment,USD,0,"2023-08-05 00:00:00",active
527,518,savings,USD,0,"2025-03-08 00:00:00",active
528,519,checking,INR,0,"2025-01-06 00:00:00",active
529,520,checking,INR,0,"2023-07-16 00:00:00",active
530,520,checking,USD,0,"2021-10-25 00:00:00",active
531,521,loan,EUR,0,"2025-01-09 00:00:00",active
532,521,savings,GBP,0,"2020-08-13 00:00:00",active
533,521,investment,EUR,0,"2022-01-03 00:00:00",active
534,522,savings,GBP,0,"2024-05-12 00:00:00",active
535,522,savings,GBP,0,"2024-10-23 00:00:00",active
536,522,checking,USD,0,"2022-04-23 00:00:00",active
537,523,savings,INR,0,"2023-06-16 00:00:00",active
538,523,savings,INR,0,"2021-01-23 00:00:00",active
539,523,loan,INR,0,"2022-04-14 00:00:00",active
540,524,investment,INR,0,"2024-09-11 00:00:00",active
541,525,savings,INR,0,"2021-01-07 00:00:00",active
542,525,investment,GBP,0,"2020-08-06 00:00:00",active
543,526,loan,EUR,0,"2025-05-26 00:00:00",active
544,527,investment,GBP,0,"2020-10-06 00:00:00",active
545,527,loan,INR,0,"2024-04-12 00:00:00",active
546,528,investment,GBP,0,"2022-06-23 00:00:00",active
547,529,checking,USD,0,"2024-04-06 00:00:00",active
548,529,checking,GBP,0,"2022-08-30 00:00:00",active
549,530,checking,EUR,0,"2025-03-13 00:00:00",active
550,530,investment,GBP,0,"2020-09-09 00:00:00",active
551,531,loan,USD,0,"2025-06-25 00:00:00",active
552,532,investment,EUR,0,"2020-10-22 00:00:00",active
553,533,savings,GBP,0,"2021-04-29 00:00:00",active
554,533,investment,INR,0,"2024-04-11 00:00:00",active
555,534,loan,GBP,0,"2025-04-11 00:00:00",active
556,535,checking,GBP,0,"2023-05-11 00:00:00",active
557,535,savings,INR,0,"2021-10-24 00:00:00",active
558,535,checking,INR,0,"2020-09-08 00:00:00",active
559,536,checking,INR,0,"2021-12-07 00:00:00",active
560,536,investment,USD,0,"2020-12-11 00:00:00",active
561,536,loan,EUR,0,"2023-04-05 00:00:00",active
562,537,loan,EUR,0,"2020-10-08 00:00:00",active
563,537,loan,GBP,0,"2025-04-27 00:00:00",active
564,538,checking,GBP,0,"2022-03-02 00:00:00",active
565,539,investment,EUR,0,"2021-08-31 00:00:00",active
566,539,savings,USD,0,"2025-05-01 00:00:00",active
567,539,checking,USD,0,"2021-06-23 00:00:00",active
568,540,checking,INR,0,"2020-09-10 00:00:00",active
569,540,investment,USD,0,"2024-10-08 00:00:00",active
570,540,loan,GBP,0,"2022-08-24 00:00:00",active
571,541,investment,USD,0,"2025-02-10 00:00:00",active
572,542,loan,GBP,0,"2021-08-23 00:00:00",active
573,542,savings,USD,0,"2022-04-16 00:00:00",active
574,543,loan,INR,0,"2022-11-19 00:00:00",active
575,544,savings,EUR,0,"2022-01-22 00:00:00",active
576,544,checking,GBP,0,"2025-05-08 00:00:00",active
577,545,checking,EUR,0,"2022-12-09 00:00:00",active
578,546,savings,INR,0,"2020-12-23 00:00:00",active
579,546,investment,EUR,0,"2024-03-24 00:00:00",active
580,547,investment,INR,0,"2020-10-16 00:00:00",active
581,547,savings,EUR,0,"2024-12-11 00:00:00",active
582,547,savings,GBP,0,"2023-05-15 00:00:00",active
583,548,investment,INR,0,"2023-01-03 00:00:00",active
584,548,investment,GBP,0,"2023-09-22 00:00:00",active
585,549,checking,EUR,0,"2023-09-05 00:00:00",active
586,549,checking,USD,0,"2020-10-24 00:00:00",active
587,549,savings,GBP,0,"2022-01-23 00:00:00",active
588,550,savings,INR,0,"2022-09-16 00:00:00",active
589,550,checking,GBP,0,"2023-06-10 00:00:00",active
590,551,loan,INR,0,"2020-09-23 00:00:00",active
591,551,savings,USD,0,"2022-07-28 00:00:00",active
592,552,loan,INR,0,"2020-11-13 00:00:00",active
593,553,investment,GBP,0,"2023-10-16 00:00:00",active
594,553,loan,INR,0,"2023-04-24 00:00:00",active
595,553,investment,EUR,0,"2024-05-26 00:00:00",active
596,554,investment,INR,0,"2021-06-04 00:00:00",active
597,554,checking,USD,0,"2022-07-28 00:00:00",active
598,554,loan,GBP,0,"2021-11-08 00:00:00",active
599,555,savings,EUR,0,"2024-06-21 00:00:00",active
600,555,checking,GBP,0,"2022-06-07 00:00:00",active
601,556,investment,INR,0,"2024-02-17 00:00:00",active
602,557,investment,GBP,0,"2021-10-13 00:00:00",active
603,558,loan,GBP,0,"2021-05-28 00:00:00",active
604,559,savings,INR,0,"2022-10-06 00:00:00",active
605,559,savings,INR,0,"2021-01-11 00:00:00",active
606,559,loan,USD,0,"2022-12-12 00:00:00",active
607,560,loan,USD,0,"2024-06-07 00:00:00",active
608,560,checking,INR,0,"2025-07-08 00:00:00",active
609,561,checking,INR,0,"2021-07-25 00:00:00",active
610,562,investment,USD,0,"2021-08-05 00:00:00",active
611,562,investment,USD,0,"2023-02-07 00:00:00",active
612,563,loan,EUR,0,"2021-09-30 00:00:00",active
613,563,investment,USD,0,"2025-05-29 00:00:00",active
614,563,investment,USD,0,"2022-08-07 00:00:00",active
615,564,savings,INR,0,"2021-04-29 00:00:00",active
616,565,savings,GBP,0,"2025-04-10 00:00:00",active
617,566,investment,USD,0,"2020-12-19 00:00:00",active
618,567,savings,USD,0,"2025-02-22 00:00:00",active
619,568,checking,INR,0,"2021-10-15 00:00:00",active
620,568,loan,EUR,0,"2025-02-02 00:00:00",active
621,569,checking,EUR,0,"2023-07-24 00:00:00",active
622,570,loan,USD,0,"2022-08-14 00:00:00",active
623,571,checking,USD,0,"2023-07-12 00:00:00",active
624,572,savings,EUR,0,"2024-07-04 00:00:00",active
625,573,savings,USD,0,"2022-02-05 00:00:00",active
626,573,investment,EUR,0,"2020-08-23 00:00:00",active
627,573,checking,INR,0,"2020-11-14 00:00:00",active
628,574,investment,EUR,0,"2022-09-12 00:00:00",active
629,575,savings,USD,0,"2021-02-13 00:00:00",active
630,575,savings,EUR,0,"2024-08-19 00:00:00",active
631,575,loan,GBP,0,"2021-06-16 00:00:00",active
632,576,checking,INR,0,"2025-03-02 00:00:00",active
633,577,savings,GBP,0,"2023-09-24 00:00:00",active
634,577,investment,INR,0,"2024-05-25 00:00:00",active
635,577,loan,GBP,0,"2021-06-30 00:00:00",active
636,578,investment,USD,0,"2022-08-20 00:00:00",active
637,578,investment,USD,0,"2022-05-28 00:00:00",active
638,579,savings,GBP,0,"2022-12-18 00:00:00",active
639,580,checking,INR,0,"2022-01-27 00:00:00",active
640,580,investment,EUR,0,"2025-03-31 00:00:00",active
641,581,savings,USD,0,"2024-02-04 00:00:00",active
642,581,investment,GBP,0,"2020-11-07 00:00:00",active
643,582,savings,EUR,0,"2023-03-22 00:00:00",active
644,582,checking,GBP,0,"2022-11-14 00:00:00",active
645,583,investment,INR,0,"2022-03-05 00:00:00",active
646,584,checking,EUR,0,"2021-02-20 00:00:00",active
647,585,checking,GBP,0,"2024-02-12 00:00:00",active
648,586,checking,GBP,0,"2021-08-27 00:00:00",active
649,586,savings,INR,0,"2022-05-22 00:00:00",active
650,587,loan,GBP,0,"2024-04-11 00:00:00",active
651,587,checking,EUR,0,"2020-10-02 00:00:00",active
652,587,checking,EUR,0,"2023-10-07 00:00:00",active
653,588,savings,INR,0,"2021-06-15 00:00:00",active
654,588,checking,INR,0,"2024-07-22 00:00:00",active
655,588,investment,USD,0,"2022-06-14 00:00:00",active
656,589,savings,EUR,0,"2022-04-27 00:00:00",active
657,590,investment,GBP,0,"2025-06-15 00:00:00",active
658,590,loan,EUR,0,"2023-10-31 00:00:00",active
659,591,loan,GBP,0,"2024-04-14 00:00:00",active
660,592,loan,USD,0,"2021-11-11 00:00:00",active
661,592,loan,USD,0,"2023-05-28 00:00:00",active
662,592,savings,EUR,0,"2022-07-26 00:00:00",active
663,593,checking,GBP,0,"2024-04-11 00:00:00",active
664,593,investment,GBP,0,"2023-03-19 00:00:00",active
665,594,investment,USD,0,"2022-01-26 00:00:00",active
666,594,checking,GBP,0,"2024-05-22 00:00:00",active
667,594,checking,INR,0,"2022-01-19 00:00:00",active
668,595,savings,GBP,0,"2023-04-29 00:00:00",active
669,595,savings,USD,0,"2024-12-26 00:00:00",active
670,596,savings,EUR,0,"2021-04-24 00:00:00",active
671,596,investment,INR,0,"2024-09-14 00:00:00",active
672,597,savings,INR,0,"2024-09-21 00:00:00",active
673,598,savings,USD,0,"2024-11-20 00:00:00",active
674,598,loan,INR,0,"2023-10-11 00:00:00",active
675,598,loan,GBP,0,"2020-09-01 00:00:00",active
676,599,investment,INR,0,"2021-03-27 00:00:00",active
677,600,investment,USD,0,"2023-03-14 00:00:00",active
678,600,loan,EUR,0,"2020-12-16 00:00:00",active
679,600,checking,EUR,0,"2023-01-03 00:00:00",active
680,601,savings,EUR,0,"2024-10-07 00:00:00",active
681,601,loan,INR,0,"2021-12-09 00:00:00",active
682,602,investment,GBP,0,"2021-07-03 00:00:00",active
683,603,checking,GBP,0,"2021-07-11 00:00:00",active
684,603,investment,INR,0,"2022-07-27 00:00:00",active
685,603,checking,GBP,0,"2023-06-24 00:00:00",active
686,604,checking,GBP,0,"2023-01-11 00:00:00",active
687,604,investment,EUR,0,"2021-03-11 00:00:00",active
688,604,loan,INR,0,"2023-09-25 00:00:00",active
689,605,checking,USD,0,"2024-08-15 00:00:00",active
690,605,loan,EUR,0,"2022-03-27 00:00:00",active
691,606,savings,INR,0,"2025-02-17 00:00:00",active
692,607,investment,GBP,0,"2021-06-20 00:00:00",active
693,607,checking,USD,0,"2022-10-08 00:00:00",active
694,608,investment,GBP,0,"2023-12-24 00:00:00",active
695,608,checking,EUR,0,"2024-09-10 00:00:00",active
696,608,savings,INR,0,"2024-12-05 00:00:00",active
697,609,investment,GBP,0,"2025-01-17 00:00:00",active
698,610,savings,INR,0,"2024-09-01 00:00:00",active
699,611,investment,USD,0,"2023-09-10 00:00:00",active
700,611,savings,USD,0,"2025-01-17 00:00:00",active
701,611,investment,USD,0,"2024-12-02 00:00:00",active
702,612,loan,USD,0,"2025-01-31 00:00:00",active
703,613,investment,GBP,0,"2025-01-14 00:00:00",active
704,613,savings,INR,0,"2023-12-05 00:00:00",active
705,613,savings,EUR,0,"2025-03-15 00:00:00",active
706,614,checking,GBP,0,"2023-10-12 00:00:00",active
707,614,savings,EUR,0,"2025-03-22 00:00:00",active
708,615,checking,USD,0,"2022-05-04 00:00:00",active
709,615,checking,EUR,0,"2021-06-21 00:00:00",active
710,616,loan,INR,0,"2025-04-29 00:00:00",active
711,617,loan,EUR,0,"2022-01-06 00:00:00",active
712,618,investment,GBP,0,"2024-11-09 00:00:00",active
713,618,savings,USD,0,"2025-03-23 00:00:00",active
714,618,savings,USD,0,"2022-08-28 00:00:00",active
715,619,loan,EUR,0,"2024-01-07 00:00:00",active
716,619,checking,EUR,0,"2024-05-01 00:00:00",active
717,620,investment,USD,0,"2021-09-18 00:00:00",active
718,620,checking,USD,0,"2022-08-09 00:00:00",active
719,621,savings,USD,0,"2023-08-16 00:00:00",active
720,621,investment,EUR,0,"2024-04-28 00:00:00",active
721,622,checking,USD,0,"2023-09-11 00:00:00",active
722,622,savings,GBP,0,"2021-09-02 00:00:00",active
723,622,loan,INR,0,"2021-02-11 00:00:00",active
724,623,loan,EUR,0,"2024-01-23 00:00:00",active
725,623,loan,EUR,0,"2021-05-17 00:00:00",active
726,624,investment,EUR,0,"2022-09-26 00:00:00",active
727,625,loan,GBP,0,"2024-05-10 00:00:00",active
728,626,savings,USD,0,"2022-06-03 00:00:00",active
729,626,loan,USD,0,"2024-05-02 00:00:00",active
730,626,investment,INR,0,"2021-10-28 00:00:00",active
731,627,savings,GBP,0,"2020-09-23 00:00:00",active
732,628,savings,USD,0,"2024-09-22 00:00:00",active
733,628,checking,GBP,0,"2023-01-13 00:00:00",active
734,629,savings,INR,0,"2021-09-20 00:00:00",active
735,629,loan,INR,0,"2022-02-06 00:00:00",active
736,629,investment,USD,0,"2021-05-11 00:00:00",active
737,630,checking,EUR,0,"2022-01-20 00:00:00",active
738,631,checking,USD,0,"2021-09-26 00:00:00",active
739,631,checking,EUR,0,"2023-09-28 00:00:00",active
740,631,checking,INR,0,"2025-04-16 00:00:00",active
741,632,investment,EUR,0,"2025-01-07 00:00:00",active
742,633,checking,USD,0,"2024-05-20 00:00:00",active
743,633,savings,INR,0,"2022-10-12 00:00:00",active
744,634,checking,GBP,0,"2022-07-06 00:00:00",active
745,635,loan,EUR,0,"2024-01-11 00:00:00",active
746,635,loan,USD,0,"2024-11-23 00:00:00",active
747,635,investment,USD,0,"2022-10-31 00:00:00",active
748,636,investment,USD,0,"2024-02-03 00:00:00",active
749,637,investment,EUR,0,"2025-03-19 00:00:00",active
750,638,investment,EUR,0,"2024-09-03 00:00:00",active
751,638,savings,USD,0,"2023-03-20 00:00:00",active
752,638,savings,USD,0,"2022-07-11 00:00:00",active
753,639,investment,INR,0,"2024-09-01 00:00:00",active
754,640,loan,GBP,0,"2021-08-20 00:00:00",active
755,640,loan,INR,0,"2025-07-14 00:00:00",active
756,641,loan,INR,0,"2024-11-07 00:00:00",active
757,641,investment,EUR,0,"2024-11-27 00:00:00",active
758,642,savings,GBP,0,"2021-06-11 00:00:00",active
759,642,checking,INR,0,"2023-10-29 00:00:00",active
760,642,savings,GBP,0,"2023-01-01 00:00:00",active
761,643,investment,GBP,0,"2025-02-16 00:00:00",active
762,644,savings,EUR,0,"2021-08-13 00:00:00",active
763,644,savings,EUR,0,"2024-09-18 00:00:00",active
764,645,loan,GBP,0,"2021-02-07 00:00:00",active
765,645,loan,USD,0,"2020-09-07 00:00:00",active
766,646,savings,EUR,0,"2025-07-13 00:00:00",active
767,647,loan,USD,0,"2024-11-05 00:00:00",active
768,648,checking,EUR,0,"2024-08-23 00:00:00",active
769,649,savings,USD,0,"2020-10-12 00:00:00",active
770,650,investment,INR,0,"2021-06-27 00:00:00",active
771,651,investment,EUR,0,"2023-05-26 00:00:00",active
772,651,checking,USD,0,"2025-01-21 00:00:00",active
773,652,loan,GBP,0,"2023-12-09 00:00:00",active
774,653,investment,GBP,0,"2020-12-15 00:00:00",active
775,654,checking,INR,0,"2020-09-24 00:00:00",active
776,654,investment,GBP,0,"2023-01-01 00:00:00",active
777,654,savings,GBP,0,"2025-04-02 00:00:00",active
778,655,savings,GBP,0,"2024-11-04 00:00:00",active
779,655,checking,EUR,0,"2024-12-11 00:00:00",active
780,655,savings,EUR,0,"2021-11-21 00:00:00",active
781,656,investment,USD,0,"2021-08-29 00:00:00",active
782,656,checking,GBP,0,"2021-10-08 00:00:00",active
783,656,investment,GBP,0,"2025-08-01 00:00:00",active
784,657,checking,USD,0,"2022-03-01 00:00:00",active
785,657,investment,EUR,0,"2022-03-08 00:00:00",active
786,658,loan,USD,0,"2024-06-07 00:00:00",active
787,658,loan,GBP,0,"2021-03-31 00:00:00",active
788,659,loan,EUR,0,"2021-03-19 00:00:00",active
789,659,investment,USD,0,"2022-02-05 00:00:00",active
790,659,investment,EUR,0,"2023-01-18 00:00:00",active
791,660,investment,EUR,0,"2024-09-08 00:00:00",active
792,661,loan,EUR,0,"2023-07-03 00:00:00",active
793,661,savings,USD,0,"2021-09-20 00:00:00",active
794,661,savings,GBP,0,"2023-12-14 00:00:00",active
795,662,checking,INR,0,"2022-10-01 00:00:00",active
796,663,loan,GBP,0,"2022-07-20 00:00:00",active
797,663,investment,USD,0,"2025-07-02 00:00:00",active
798,663,savings,USD,0,"2022-07-16 00:00:00",active
799,664,checking,EUR,0,"2022-04-29 00:00:00",active
800,665,checking,GBP,0,"2024-03-01 00:00:00",active
801,665,investment,USD,0,"2021-02-22 00:00:00",active
802,666,loan,INR,0,"2025-05-03 00:00:00",active
803,666,savings,GBP,0,"2022-04-09 00:00:00",active
804,667,loan,INR,0,"2023-09-12 00:00:00",active
805,667,savings,EUR,0,"2023-10-27 00:00:00",active
806,667,savings,GBP,0,"2020-09-15 00:00:00",active
807,668,savings,USD,0,"2021-09-05 00:00:00",active
808,668,investment,EUR,0,"2020-08-14 00:00:00",active
809,669,checking,INR,0,"2021-12-09 00:00:00",active
810,669,loan,GBP,0,"2023-11-08 00:00:00",active
811,669,savings,USD,0,"2025-02-01 00:00:00",active
812,670,investment,EUR,0,"2021-08-18 00:00:00",active
813,670,loan,INR,0,"2022-12-09 00:00:00",active
814,671,checking,EUR,0,"2021-04-18 00:00:00",active
815,671,savings,GBP,0,"2024-02-10 00:00:00",active
816,671,savings,GBP,0,"2023-01-16 00:00:00",active
817,672,investment,GBP,0,"2020-09-12 00:00:00",active
818,672,investment,USD,0,"2024-08-19 00:00:00",active
819,672,investment,INR,0,"2023-03-26 00:00:00",active
820,673,checking,USD,0,"2023-12-25 00:00:00",active
821,673,checking,INR,0,"2025-04-16 00:00:00",active
822,673,investment,INR,0,"2024-08-09 00:00:00",active
823,674,checking,USD,0,"2023-04-08 00:00:00",active
824,674,checking,GBP,0,"2021-11-03 00:00:00",active
825,674,checking,USD,0,"2025-01-08 00:00:00",active
826,675,savings,USD,0,"2022-10-27 00:00:00",active
827,675,investment,USD,0,"2024-11-19 00:00:00",active
828,676,savings,EUR,0,"2022-07-07 00:00:00",active
829,676,loan,INR,0,"2023-04-11 00:00:00",active
830,677,loan,USD,0,"2024-04-20 00:00:00",active
831,677,checking,USD,0,"2023-02-23 00:00:00",active
832,677,checking,USD,0,"2023-05-13 00:00:00",active
833,678,loan,EUR,0,"2023-11-22 00:00:00",active
834,678,checking,INR,0,"2023-06-23 00:00:00",active
835,678,loan,GBP,0,"2022-03-04 00:00:00",active
836,679,investment,EUR,0,"2024-10-02 00:00:00",active
837,679,checking,USD,0,"2021-08-23 00:00:00",active
838,679,savings,INR,0,"2024-03-11 00:00:00",active
839,680,savings,GBP,0,"2023-04-23 00:00:00",active
840,680,savings,USD,0,"2024-06-10 00:00:00",active
841,680,loan,USD,0,"2023-05-04 00:00:00",active
842,681,investment,USD,0,"2025-08-01 00:00:00",active
843,681,savings,USD,0,"2021-12-22 00:00:00",active
844,681,checking,USD,0,"2024-10-16 00:00:00",active
845,682,loan,USD,0,"2022-01-08 00:00:00",active
846,682,checking,EUR,0,"2021-11-13 00:00:00",active
847,682,loan,INR,0,"2024-02-05 00:00:00",active
848,683,investment,GBP,0,"2022-09-25 00:00:00",active
849,684,investment,USD,0,"2021-02-17 00:00:00",active
850,684,investment,USD,0,"2024-12-15 00:00:00",active
851,685,savings,INR,0,"2021-10-27 00:00:00",active
852,685,investment,INR,0,"2022-04-02 00:00:00",active
853,685,checking,INR,0,"2021-01-05 00:00:00",active
854,686,investment,GBP,0,"2022-03-18 00:00:00",active
855,686,checking,USD,0,"2022-06-11 00:00:00",active
856,686,savings,USD,0,"2025-01-24 00:00:00",active
857,687,loan,INR,0,"2025-05-28 00:00:00",active
858,687,savings,EUR,0,"2021-10-25 00:00:00",active
859,687,savings,USD,0,"2024-08-23 00:00:00",active
860,688,checking,EUR,0,"2024-11-24 00:00:00",active
861,688,savings,INR,0,"2024-04-10 00:00:00",active
862,688,savings,EUR,0,"2024-12-23 00:00:00",active
863,689,loan,INR,0,"2024-07-25 00:00:00",active
864,690,investment,INR,0,"2022-03-15 00:00:00",active
865,690,savings,USD,0,"2023-01-24 00:00:00",active
866,691,loan,GBP,0,"2021-12-19 00:00:00",active
867,692,savings,INR,0,"2025-06-17 00:00:00",active
868,692,investment,USD,0,"2024-03-18 00:00:00",active
869,692,savings,GBP,0,"2024-04-15 00:00:00",active
870,693,savings,INR,0,"2021-10-19 00:00:00",active
871,694,investment,INR,0,"2021-02-19 00:00:00",active
872,694,investment,INR,0,"2024-12-25 00:00:00",active
873,694,loan,EUR,0,"2024-08-02 00:00:00",active
874,695,checking,INR,0,"2024-07-27 00:00:00",active
875,696,loan,USD,0,"2025-01-11 00:00:00",active
876,697,checking,EUR,0,"2022-04-21 00:00:00",active
877,697,loan,USD,0,"2020-11-05 00:00:00",active
878,698,checking,EUR,0,"2023-09-01 00:00:00",active
879,698,loan,EUR,0,"2024-05-25 00:00:00",active
880,698,investment,EUR,0,"2020-10-26 00:00:00",active
881,699,investment,GBP,0,"2023-10-05 00:00:00",active
882,699,savings,GBP,0,"2021-03-11 00:00:00",active
883,699,loan,GBP,0,"2023-12-02 00:00:00",active
884,700,savings,GBP,0,"2023-08-19 00:00:00",active
885,701,savings,USD,0,"2023-03-03 00:00:00",active
886,701,checking,USD,0,"2020-12-29 00:00:00",active
887,702,savings,INR,0,"2022-03-04 00:00:00",active
888,702,investment,USD,0,"2020-10-20 00:00:00",active
889,703,loan,INR,0,"2021-02-27 00:00:00",active
890,703,checking,GBP,0,"2024-06-17 00:00:00",active
891,703,investment,EUR,0,"2024-10-16 00:00:00",active
892,704,savings,INR,0,"2021-12-05 00:00:00",active
893,705,loan,INR,0,"2023-10-06 00:00:00",active
894,705,checking,EUR,0,"2022-11-08 00:00:00",active
895,705,savings,INR,0,"2022-05-16 00:00:00",active
896,706,savings,USD,0,"2021-05-12 00:00:00",active
897,706,loan,GBP,0,"2021-03-08 00:00:00",active
898,707,loan,EUR,0,"2022-05-25 00:00:00",active
899,707,investment,INR,0,"2022-05-10 00:00:00",active
900,708,savings,USD,0,"2023-07-08 00:00:00",active
901,708,investment,USD,0,"2024-12-15 00:00:00",active
902,709,checking,GBP,0,"2022-10-11 00:00:00",active
903,710,loan,USD,0,"2020-11-05 00:00:00",active
904,710,savings,INR,0,"2025-07-26 00:00:00",active
905,711,loan,INR,0,"2024-05-17 00:00:00",active
906,711,loan,USD,0,"2022-05-16 00:00:00",active
907,712,savings,USD,0,"2022-01-06 00:00:00",active
908,713,loan,USD,0,"2024-01-30 00:00:00",active
909,713,investment,EUR,0,"2022-05-12 00:00:00",active
910,714,savings,GBP,0,"2022-09-20 00:00:00",active
911,715,checking,USD,0,"2020-08-06 00:00:00",active
912,715,savings,EUR,0,"2023-11-12 00:00:00",active
913,716,checking,EUR,0,"2023-06-11 00:00:00",active
914,716,savings,USD,0,"2021-02-17 00:00:00",active
915,717,investment,USD,0,"2023-02-17 00:00:00",active
916,717,loan,GBP,0,"2022-04-28 00:00:00",active
917,717,loan,INR,0,"2024-01-19 00:00:00",active
918,718,loan,EUR,0,"2022-11-14 00:00:00",active
919,718,checking,EUR,0,"2025-04-02 00:00:00",active
920,718,savings,EUR,0,"2021-03-23 00:00:00",active
921,719,savings,INR,0,"2024-09-21 00:00:00",active
922,719,checking,INR,0,"2024-08-13 00:00:00",active
923,719,investment,EUR,0,"2024-09-01 00:00:00",active
924,720,investment,INR,0,"2023-06-10 00:00:00",active
925,720,checking,INR,0,"2021-08-13 00:00:00",active
926,720,savings,EUR,0,"2025-07-24 00:00:00",active
927,721,savings,INR,0,"2024-07-11 00:00:00",active
928,722,checking,INR,0,"2020-09-12 00:00:00",active
929,723,savings,INR,0,"2021-02-20 00:00:00",active
930,723,loan,INR,0,"2023-04-20 00:00:00",active
931,723,savings,GBP,0,"2024-06-27 00:00:00",active
932,724,loan,GBP,0,"2022-06-15 00:00:00",active
933,725,savings,INR,0,"2025-03-01 00:00:00",active
934,725,checking,GBP,0,"2025-08-01 00:00:00",active
935,726,checking,INR,0,"2023-08-31 00:00:00",active
936,726,checking,EUR,0,"2021-12-23 00:00:00",active
937,727,loan,INR,0,"2021-12-15 00:00:00",active
938,728,savings,USD,0,"2023-08-16 00:00:00",active
939,729,loan,USD,0,"2023-04-19 00:00:00",active
940,729,savings,GBP,0,"2023-09-13 00:00:00",active
941,729,loan,GBP,0,"2022-07-01 00:00:00",active
942,730,savings,USD,0,"2024-02-08 00:00:00",active
943,730,investment,EUR,0,"2020-09-24 00:00:00",active
944,730,savings,INR,0,"2024-02-04 00:00:00",active
945,731,checking,USD,0,"2022-11-07 00:00:00",active
946,731,investment,INR,0,"2022-08-29 00:00:00",active
947,732,loan,GBP,0,"2023-01-26 00:00:00",active
948,732,investment,GBP,0,"2024-10-10 00:00:00",active
949,732,loan,EUR,0,"2025-01-22 00:00:00",active
950,733,savings,INR,0,"2023-11-08 00:00:00",active
951,733,savings,EUR,0,"2021-08-09 00:00:00",active
952,733,loan,GBP,0,"2024-03-09 00:00:00",active
953,734,checking,GBP,0,"2023-10-28 00:00:00",active
954,734,checking,INR,0,"2022-09-01 00:00:00",active
955,735,investment,INR,0,"2024-04-24 00:00:00",active
956,736,savings,INR,0,"2024-07-27 00:00:00",active
957,736,loan,INR,0,"2021-04-27 00:00:00",active
958,736,savings,USD,0,"2022-11-12 00:00:00",active
959,737,savings,EUR,0,"2024-05-04 00:00:00",active
960,738,savings,GBP,0,"2025-03-14 00:00:00",active
961,738,loan,EUR,0,"2022-01-29 00:00:00",active
962,738,checking,INR,0,"2024-10-22 00:00:00",active
963,739,savings,GBP,0,"2020-09-18 00:00:00",active
964,740,investment,INR,0,"2025-03-14 00:00:00",active
965,740,investment,USD,0,"2021-04-08 00:00:00",active
966,740,investment,GBP,0,"2020-08-12 00:00:00",active
967,741,savings,INR,0,"2020-12-25 00:00:00",active
968,741,loan,INR,0,"2021-11-03 00:00:00",active
969,742,investment,USD,0,"2021-09-17 00:00:00",active
970,742,investment,INR,0,"2024-12-08 00:00:00",active
971,743,loan,GBP,0,"2020-12-17 00:00:00",active
972,743,investment,EUR,0,"2023-05-15 00:00:00",active
973,743,loan,USD,0,"2024-06-10 00:00:00",active
974,744,investment,GBP,0,"2022-02-17 00:00:00",active
975,744,checking,INR,0,"2023-08-05 00:00:00",active
976,745,investment,GBP,0,"2023-12-01 00:00:00",active
977,746,investment,USD,0,"2022-07-19 00:00:00",active
978,746,loan,GBP,0,"2024-07-04 00:00:00",active
979,747,investment,INR,0,"2023-11-26 00:00:00",active
