transaction_id,account_id,type,amount,currency_code,related_account_id,timestamp,description
4621,273,payment,-917.60,EUR,NULL,"2024-02-07 07:20:36","Auto-generated payment"
4622,273,withdrawal,-157.52,EUR,NULL,"2024-09-18 17:13:06","Auto-generated withdrawal"
4623,273,payment,-866.56,EUR,NULL,"2024-03-21 04:23:46","Auto-generated payment"
4624,273,deposit,2367.89,EUR,NULL,"2023-10-04 22:44:30","Auto-generated deposit"
4625,273,exchange,-7.53,EUR,NULL,"2024-10-10 14:26:04","Auto-generated exchange"
4626,274,deposit,2273.16,GBP,NULL,"2021-06-28 08:02:53","Auto-generated deposit"
4627,274,deposit,1182.87,GBP,NULL,"2024-01-06 05:59:50","Auto-generated deposit"
4628,274,withdrawal,-631.00,GBP,NULL,"2023-07-26 23:04:02","Auto-generated withdrawal"
4629,274,withdrawal,-286.23,GBP,NULL,"2023-10-04 01:18:05","Auto-generated withdrawal"
4630,274,transfer,-1480.61,GBP,387,"2024-10-19 13:13:38","Auto-generated transfer"
4631,387,transfer,1480.61,GBP,274,"2024-10-19 13:13:43","Auto-generated transfer"
4632,274,deposit,1094.31,GBP,NULL,"2022-06-18 09:42:07","Auto-generated deposit"
4633,274,withdrawal,-483.52,GBP,NULL,"2024-02-15 09:27:19","Auto-generated withdrawal"
4634,274,withdrawal,-724.23,GBP,NULL,"2023-08-08 02:46:31","Auto-generated withdrawal"
4635,274,withdrawal,-688.77,GBP,NULL,"2021-10-02 20:29:51","Auto-generated withdrawal"
4636,274,payment,-110.95,GBP,NULL,"2025-05-06 03:14:05","Auto-generated payment"
4637,274,transfer,-127.54,GBP,1732,"2023-07-02 11:31:27","Auto-generated transfer"
4638,1732,transfer,127.54,GBP,274,"2023-07-02 11:31:32","Auto-generated transfer"
4639,274,exchange,-78.81,GBP,NULL,"2025-01-04 15:21:38","Auto-generated exchange"
4640,274,deposit,2400.49,GBP,NULL,"2023-04-03 09:04:47","Auto-generated deposit"
4641,274,deposit,723.24,GBP,NULL,"2022-08-11 05:45:41","Auto-generated deposit"
4642,274,payment,-695.81,GBP,NULL,"2025-02-05 10:26:10","Auto-generated payment"
4643,274,transfer,-1524.97,GBP,402,"2024-07-08 18:33:27","Auto-generated transfer"
4644,402,transfer,1524.97,GBP,274,"2024-07-08 18:33:32","Auto-generated transfer"
4645,274,transfer,-211.02,GBP,1537,"2023-09-23 09:02:12","Auto-generated transfer"
4646,1537,transfer,211.02,GBP,274,"2023-09-23 09:02:17","Auto-generated transfer"
4647,275,deposit,1851.87,INR,NULL,"2021-05-09 02:10:05","Auto-generated deposit"
4648,275,exchange,983.08,INR,NULL,"2024-05-22 19:15:51","Auto-generated exchange"
4649,275,deposit,2717.05,INR,NULL,"2024-03-03 07:31:34","Auto-generated deposit"
4650,275,exchange,946.50,INR,NULL,"2024-10-13 13:31:01","Auto-generated exchange"
4651,275,withdrawal,-809.57,INR,NULL,"2025-07-06 01:16:09","Auto-generated withdrawal"
4652,275,withdrawal,-124.74,INR,NULL,"2025-05-11 18:59:14","Auto-generated withdrawal"
4653,275,withdrawal,-747.28,INR,NULL,"2023-09-06 18:55:52","Auto-generated withdrawal"
4654,275,withdrawal,-246.85,INR,NULL,"2025-04-24 16:55:59","Auto-generated withdrawal"
4655,275,exchange,728.23,INR,NULL,"2022-01-10 15:55:10","Auto-generated exchange"
4656,275,withdrawal,-363.71,INR,NULL,"2024-03-05 14:22:18","Auto-generated withdrawal"
4657,275,payment,-723.72,INR,NULL,"2024-09-25 14:34:46","Auto-generated payment"
4658,275,exchange,-369.20,INR,NULL,"2024-04-23 18:31:26","Auto-generated exchange"
4659,275,withdrawal,-413.69,INR,NULL,"2023-06-09 21:43:03","Auto-generated withdrawal"
4660,275,withdrawal,-573.65,INR,NULL,"2022-11-05 15:42:22","Auto-generated withdrawal"
4661,275,withdrawal,-280.93,INR,NULL,"2022-03-05 20:07:36","Auto-generated withdrawal"
4662,275,withdrawal,-934.84,INR,NULL,"2021-12-05 05:17:59","Auto-generated withdrawal"
4663,275,deposit,2781.89,INR,NULL,"2022-04-02 23:39:09","Auto-generated deposit"
4664,275,withdrawal,-532.66,INR,NULL,"2023-11-04 13:55:37","Auto-generated withdrawal"
4665,275,deposit,510.23,INR,NULL,"2022-02-04 00:58:44","Auto-generated deposit"
4666,275,transfer,-1753.98,INR,1140,"2024-09-13 08:28:48","Auto-generated transfer"
4667,1140,transfer,1753.98,INR,275,"2024-09-13 08:28:53","Auto-generated transfer"
4668,275,withdrawal,-171.63,INR,NULL,"2024-01-05 15:51:02","Auto-generated withdrawal"
4669,276,deposit,3586.78,INR,NULL,"2020-09-12 09:11:46","Auto-generated deposit"
4670,276,exchange,886.49,INR,NULL,"2021-12-09 17:58:31","Auto-generated exchange"
4671,276,withdrawal,-942.60,INR,NULL,"2022-01-01 04:13:48","Auto-generated withdrawal"
4672,276,payment,-177.32,INR,NULL,"2023-05-28 03:24:24","Auto-generated payment"
4673,276,payment,-573.49,INR,NULL,"2023-08-15 12:02:35","Auto-generated payment"
4674,276,exchange,76.01,INR,NULL,"2024-05-24 04:04:23","Auto-generated exchange"
4675,276,exchange,-758.41,INR,NULL,"2024-08-13 08:57:00","Auto-generated exchange"
4676,276,deposit,947.85,INR,NULL,"2023-11-09 18:30:36","Auto-generated deposit"
4677,276,payment,-985.69,INR,NULL,"2021-10-08 23:49:39","Auto-generated payment"
4678,276,exchange,-497.64,INR,NULL,"2021-08-14 14:21:48","Auto-generated exchange"
4679,276,deposit,855.05,INR,NULL,"2022-04-02 00:26:34","Auto-generated deposit"
4680,276,withdrawal,-453.43,INR,NULL,"2023-06-17 05:05:58","Auto-generated withdrawal"
4681,276,payment,-235.20,INR,NULL,"2022-06-21 04:43:23","Auto-generated payment"
4682,276,withdrawal,-852.02,INR,NULL,"2022-03-02 05:34:50","Auto-generated withdrawal"
4683,276,transfer,-623.04,INR,383,"2024-01-13 03:22:03","Auto-generated transfer"
4684,383,transfer,623.04,INR,276,"2024-01-13 03:22:08","Auto-generated transfer"
4685,276,payment,-229.13,INR,NULL,"2025-02-14 15:40:51","Auto-generated payment"
4686,276,deposit,1868.66,INR,NULL,"2022-09-24 04:12:51","Auto-generated deposit"
4687,276,withdrawal,-159.55,INR,NULL,"2023-01-11 12:21:10","Auto-generated withdrawal"
4688,276,withdrawal,-219.73,INR,NULL,"2024-11-16 14:45:41","Auto-generated withdrawal"
4689,276,exchange,-256.78,INR,NULL,"2024-01-23 08:28:38","Auto-generated exchange"
4690,276,withdrawal,-466.50,INR,NULL,"2022-01-25 10:46:51","Auto-generated withdrawal"
4691,277,deposit,1876.82,USD,NULL,"2020-10-05 13:09:05","Auto-generated deposit"
4692,277,deposit,748.14,USD,NULL,"2022-03-24 13:15:22","Auto-generated deposit"
4693,277,withdrawal,-886.20,USD,NULL,"2022-04-06 08:40:10","Auto-generated withdrawal"
4694,277,withdrawal,-501.56,USD,NULL,"2025-01-13 02:24:47","Auto-generated withdrawal"
4695,277,deposit,1491.59,USD,NULL,"2024-08-16 08:24:56","Auto-generated deposit"
4696,277,withdrawal,-912.99,USD,NULL,"2024-02-01 23:41:38","Auto-generated withdrawal"
4697,277,withdrawal,-696.92,USD,NULL,"2024-03-22 02:15:32","Auto-generated withdrawal"
4698,277,withdrawal,-445.19,USD,NULL,"2022-03-15 10:53:29","Auto-generated withdrawal"
4699,277,withdrawal,-605.74,USD,NULL,"2021-09-05 17:23:24","Auto-generated withdrawal"
4700,277,withdrawal,-24.83,USD,NULL,"2022-02-27 06:37:53","Auto-generated withdrawal"
4701,277,payment,-58.55,USD,NULL,"2023-07-11 04:27:51","Auto-generated payment"
4702,277,deposit,2463.12,USD,NULL,"2021-08-20 12:43:04","Auto-generated deposit"
4703,277,withdrawal,-84.46,USD,NULL,"2022-09-21 17:50:39","Auto-generated withdrawal"
4704,277,exchange,-568.03,USD,NULL,"2022-08-21 08:02:46","Auto-generated exchange"
4705,277,withdrawal,-248.29,USD,NULL,"2023-09-03 00:24:38","Auto-generated withdrawal"
4706,277,withdrawal,-354.29,USD,NULL,"2024-07-12 19:24:38","Auto-generated withdrawal"
4707,278,deposit,2789.60,USD,NULL,"2021-07-16 15:34:04","Auto-generated deposit"
4708,278,deposit,1267.24,USD,NULL,"2025-06-01 21:56:59","Auto-generated deposit"
4709,278,payment,-992.58,USD,NULL,"2025-05-29 23:58:58","Auto-generated payment"
4710,278,withdrawal,-776.89,USD,NULL,"2025-04-01 14:43:14","Auto-generated withdrawal"
4711,278,payment,-803.65,USD,NULL,"2022-01-09 00:38:43","Auto-generated payment"
4712,278,payment,-414.34,USD,NULL,"2022-02-24 00:57:12","Auto-generated payment"
4713,278,withdrawal,-390.10,USD,NULL,"2024-05-09 15:38:04","Auto-generated withdrawal"
4714,278,withdrawal,-660.38,USD,NULL,"2023-01-05 06:00:28","Auto-generated withdrawal"
4715,278,exchange,246.78,USD,NULL,"2023-12-28 15:42:44","Auto-generated exchange"
4716,278,withdrawal,-180.36,USD,NULL,"2023-03-05 03:22:33","Auto-generated withdrawal"
4717,278,deposit,2749.72,USD,NULL,"2024-12-31 10:54:01","Auto-generated deposit"
4718,278,withdrawal,-747.98,USD,NULL,"2025-04-03 08:51:52","Auto-generated withdrawal"
4719,278,withdrawal,-567.35,USD,NULL,"2022-02-14 09:17:17","Auto-generated withdrawal"
4720,278,payment,-714.46,USD,NULL,"2024-07-16 08:20:39","Auto-generated payment"
4721,279,deposit,3061.98,INR,NULL,"2020-08-31 21:14:54","Auto-generated deposit"
4722,279,withdrawal,-278.23,INR,NULL,"2021-09-30 00:15:54","Auto-generated withdrawal"
4723,279,payment,-414.92,INR,NULL,"2022-01-21 05:32:05","Auto-generated payment"
4724,279,withdrawal,-426.68,INR,NULL,"2023-01-22 11:54:05","Auto-generated withdrawal"
4725,279,withdrawal,-537.25,INR,NULL,"2022-12-22 03:48:43","Auto-generated withdrawal"
4726,279,payment,-222.21,INR,NULL,"2023-08-17 11:31:54","Auto-generated payment"
4727,279,exchange,-834.11,INR,NULL,"2023-04-13 15:18:20","Auto-generated exchange"
4728,279,withdrawal,-205.16,INR,NULL,"2023-04-23 08:43:09","Auto-generated withdrawal"
4729,279,payment,-110.00,INR,NULL,"2024-02-26 06:59:31","Auto-generated payment"
4730,279,payment,-10.85,INR,NULL,"2025-02-13 03:03:54","Auto-generated payment"
4731,279,exchange,652.52,INR,NULL,"2023-09-04 04:53:48","Auto-generated exchange"
4732,279,deposit,1215.05,INR,NULL,"2023-07-17 11:24:28","Auto-generated deposit"
4733,279,withdrawal,-955.97,INR,NULL,"2024-03-11 10:46:52","Auto-generated withdrawal"
4734,279,payment,-660.75,INR,NULL,"2024-07-03 16:32:17","Auto-generated payment"
4735,279,withdrawal,-41.85,INR,NULL,"2023-01-20 18:49:39","Auto-generated withdrawal"
4736,280,deposit,2544.78,EUR,NULL,"2021-05-26 08:29:12","Auto-generated deposit"
4737,280,deposit,2804.49,EUR,NULL,"2023-11-30 06:41:11","Auto-generated deposit"
4738,280,transfer,-26.52,EUR,1944,"2023-12-23 00:49:03","Auto-generated transfer"
4739,1944,transfer,26.52,EUR,280,"2023-12-23 00:49:08","Auto-generated transfer"
4740,280,withdrawal,-558.12,EUR,NULL,"2021-08-10 08:28:40","Auto-generated withdrawal"
4741,280,deposit,2148.94,EUR,NULL,"2024-04-01 08:02:25","Auto-generated deposit"
4742,280,payment,-529.44,EUR,NULL,"2022-02-26 08:23:13","Auto-generated payment"
4743,280,withdrawal,-947.57,EUR,NULL,"2025-01-12 05:59:10","Auto-generated withdrawal"
4744,280,withdrawal,-255.26,EUR,NULL,"2024-10-08 01:46:45","Auto-generated withdrawal"
4745,280,deposit,2608.54,EUR,NULL,"2022-10-27 01:51:42","Auto-generated deposit"
4746,280,exchange,-676.43,EUR,NULL,"2025-04-20 15:43:55","Auto-generated exchange"
4747,280,exchange,-274.94,EUR,NULL,"2024-07-12 17:38:19","Auto-generated exchange"
4748,281,deposit,1388.49,INR,NULL,"2020-10-06 00:38:31","Auto-generated deposit"
4749,281,withdrawal,-884.40,INR,NULL,"2023-04-27 03:55:31","Auto-generated withdrawal"
4750,281,payment,-406.20,INR,NULL,"2022-09-25 03:35:04","Auto-generated payment"
4751,281,withdrawal,-285.65,INR,NULL,"2023-08-19 01:39:38","Auto-generated withdrawal"
4752,281,deposit,2575.33,INR,NULL,"2025-03-12 13:07:06","Auto-generated deposit"
4753,281,exchange,-956.85,INR,NULL,"2021-11-30 12:26:48","Auto-generated exchange"
4754,281,deposit,1643.63,INR,NULL,"2023-11-20 12:31:36","Auto-generated deposit"
4755,281,withdrawal,-117.18,INR,NULL,"2021-11-14 07:35:25","Auto-generated withdrawal"
4756,281,payment,-719.76,INR,NULL,"2024-04-12 08:52:23","Auto-generated payment"
4757,281,transfer,-1214.36,INR,1728,"2022-05-26 08:37:48","Auto-generated transfer"
4758,1728,transfer,1214.36,INR,281,"2022-05-26 08:37:53","Auto-generated transfer"
4759,281,withdrawal,-973.08,INR,NULL,"2023-08-28 08:47:09","Auto-generated withdrawal"
4760,281,withdrawal,-660.46,INR,NULL,"2023-02-18 20:02:47","Auto-generated withdrawal"
4761,281,payment,-148.31,INR,NULL,"2024-01-06 11:35:33","Auto-generated payment"
4762,282,deposit,4038.14,GBP,NULL,"2020-10-23 17:01:21","Auto-generated deposit"
4763,282,payment,-126.67,GBP,NULL,"2022-09-28 23:09:54","Auto-generated payment"
4764,282,deposit,554.01,GBP,NULL,"2023-06-20 11:09:26","Auto-generated deposit"
4765,282,deposit,1057.60,GBP,NULL,"2025-07-19 20:21:56","Auto-generated deposit"
4766,282,deposit,1034.26,GBP,NULL,"2024-12-05 12:34:24","Auto-generated deposit"
4767,282,deposit,1747.44,GBP,NULL,"2024-04-07 12:05:09","Auto-generated deposit"
4768,282,payment,-609.41,GBP,NULL,"2023-01-23 05:24:07","Auto-generated payment"
4769,282,deposit,2346.97,GBP,NULL,"2024-01-30 12:17:30","Auto-generated deposit"
4770,282,transfer,-1400.47,GBP,1808,"2022-09-17 02:39:24","Auto-generated transfer"
4771,1808,transfer,1400.47,GBP,282,"2022-09-17 02:39:29","Auto-generated transfer"
4772,282,deposit,2934.70,GBP,NULL,"2021-11-23 13:41:42","Auto-generated deposit"
4773,282,withdrawal,-90.32,GBP,NULL,"2025-02-09 13:41:59","Auto-generated withdrawal"
4774,282,payment,-180.17,GBP,NULL,"2023-09-11 19:35:53","Auto-generated payment"
4775,282,payment,-356.16,GBP,NULL,"2023-09-05 18:28:41","Auto-generated payment"
4776,282,payment,-37.03,GBP,NULL,"2024-07-30 13:04:51","Auto-generated payment"
4777,282,payment,-647.18,GBP,NULL,"2021-10-01 13:30:45","Auto-generated payment"
4778,282,deposit,1978.96,GBP,NULL,"2022-03-25 21:34:08","Auto-generated deposit"
4779,282,deposit,2433.45,GBP,NULL,"2025-01-29 10:22:13","Auto-generated deposit"
4780,282,payment,-826.52,GBP,NULL,"2023-01-07 17:16:13","Auto-generated payment"
4781,282,deposit,658.07,GBP,NULL,"2025-01-03 05:57:09","Auto-generated deposit"
4782,283,deposit,1427.91,USD,NULL,"2021-01-06 22:57:18","Auto-generated deposit"
4783,283,deposit,725.98,USD,NULL,"2022-05-03 13:00:51","Auto-generated deposit"
4784,283,deposit,2259.21,USD,NULL,"2023-08-16 22:41:44","Auto-generated deposit"
4785,283,withdrawal,-238.79,USD,NULL,"2021-11-26 16:47:33","Auto-generated withdrawal"
4786,283,withdrawal,-764.56,USD,NULL,"2021-10-09 00:02:44","Auto-generated withdrawal"
4787,283,withdrawal,-940.29,USD,NULL,"2023-12-26 01:12:08","Auto-generated withdrawal"
4788,283,withdrawal,-762.05,USD,NULL,"2023-11-26 05:53:27","Auto-generated withdrawal"
4789,283,withdrawal,-534.15,USD,NULL,"2023-12-03 03:09:50","Auto-generated withdrawal"
4790,283,payment,-936.61,USD,NULL,"2025-04-11 09:19:27","Auto-generated payment"
4791,283,deposit,899.62,USD,NULL,"2024-11-20 13:25:55","Auto-generated deposit"
4792,283,payment,-277.96,USD,NULL,"2024-10-04 20:50:32","Auto-generated payment"
4793,283,withdrawal,-168.28,USD,NULL,"2024-06-20 01:31:31","Auto-generated withdrawal"
4794,283,deposit,2495.45,USD,NULL,"2023-02-14 13:39:56","Auto-generated deposit"
4795,283,deposit,1530.81,USD,NULL,"2022-09-07 08:50:07","Auto-generated deposit"
4796,283,payment,-663.28,USD,NULL,"2022-01-14 07:21:52","Auto-generated payment"
4797,283,payment,-736.34,USD,NULL,"2025-01-20 21:05:35","Auto-generated payment"
4798,283,payment,-972.54,USD,NULL,"2022-11-07 07:30:38","Auto-generated payment"
4799,283,exchange,-503.98,USD,NULL,"2022-07-07 09:09:06","Auto-generated exchange"
4800,284,deposit,2859.87,EUR,NULL,"2021-03-09 02:03:24","Auto-generated deposit"
4801,284,payment,-222.45,EUR,NULL,"2023-05-16 01:06:48","Auto-generated payment"
4802,284,transfer,-1451.33,EUR,159,"2025-05-24 17:36:01","Auto-generated transfer"
4803,159,transfer,1451.33,EUR,284,"2025-05-24 17:36:06","Auto-generated transfer"
4804,284,transfer,-39.90,EUR,1239,"2024-07-20 22:49:36","Auto-generated transfer"
4805,1239,transfer,39.90,EUR,284,"2024-07-20 22:49:41","Auto-generated transfer"
4806,284,payment,-609.24,EUR,NULL,"2025-06-18 13:54:54","Auto-generated payment"
4807,284,deposit,585.74,EUR,NULL,"2025-02-11 20:41:39","Auto-generated deposit"
4808,284,payment,-230.62,EUR,NULL,"2023-04-28 19:24:21","Auto-generated payment"
4809,284,exchange,-904.38,EUR,NULL,"2024-01-23 02:17:10","Auto-generated exchange"
4810,284,deposit,2783.74,EUR,NULL,"2022-02-25 16:09:28","Auto-generated deposit"
4811,284,deposit,2453.13,EUR,NULL,"2022-12-10 09:28:20","Auto-generated deposit"
4812,285,deposit,1026.85,EUR,NULL,"2021-04-03 10:37:32","Auto-generated deposit"
4813,285,withdrawal,-200.29,EUR,NULL,"2021-08-23 20:46:51","Auto-generated withdrawal"
4814,285,withdrawal,-221.08,EUR,NULL,"2024-08-03 07:54:17","Auto-generated withdrawal"
4815,285,transfer,-1342.88,EUR,1903,"2024-05-18 00:24:03","Auto-generated transfer"
4816,1903,transfer,1342.88,EUR,285,"2024-05-18 00:24:08","Auto-generated transfer"
4817,285,exchange,920.56,EUR,NULL,"2021-11-16 04:33:10","Auto-generated exchange"
4818,285,deposit,2454.13,EUR,NULL,"2022-05-31 01:58:45","Auto-generated deposit"
4819,285,deposit,2080.00,EUR,NULL,"2023-12-25 16:47:19","Auto-generated deposit"
4820,285,payment,-469.58,EUR,NULL,"2023-10-22 19:49:41","Auto-generated payment"
4821,285,withdrawal,-387.80,EUR,NULL,"2022-08-17 02:31:47","Auto-generated withdrawal"
4822,285,deposit,1576.81,EUR,NULL,"2022-10-21 22:31:34","Auto-generated deposit"
4823,285,withdrawal,-449.57,EUR,NULL,"2022-04-08 06:07:13","Auto-generated withdrawal"
4824,285,exchange,-409.96,EUR,NULL,"2022-05-18 02:55:59","Auto-generated exchange"
4825,285,withdrawal,-239.73,EUR,NULL,"2025-05-01 11:24:45","Auto-generated withdrawal"
4826,285,deposit,588.62,EUR,NULL,"2022-11-23 16:04:24","Auto-generated deposit"
4827,285,payment,-366.51,EUR,NULL,"2024-09-13 10:33:41","Auto-generated payment"
4828,285,exchange,-975.84,EUR,NULL,"2025-02-09 06:29:01","Auto-generated exchange"
4829,286,deposit,3773.10,EUR,NULL,"2021-04-06 23:04:04","Auto-generated deposit"
4830,286,payment,-640.81,EUR,NULL,"2024-08-25 00:32:22","Auto-generated payment"
4831,286,withdrawal,-789.29,EUR,NULL,"2024-08-04 03:24:59","Auto-generated withdrawal"
4832,286,withdrawal,-665.36,EUR,NULL,"2024-10-28 22:09:01","Auto-generated withdrawal"
4833,286,deposit,2201.14,EUR,NULL,"2022-11-09 19:04:49","Auto-generated deposit"
4834,286,exchange,-709.08,EUR,NULL,"2022-11-10 12:40:46","Auto-generated exchange"
4835,286,transfer,-525.35,EUR,409,"2025-01-27 12:45:32","Auto-generated transfer"
4836,409,transfer,525.35,EUR,286,"2025-01-27 12:45:37","Auto-generated transfer"
4837,286,exchange,-18.40,EUR,NULL,"2023-07-28 09:56:27","Auto-generated exchange"
4838,286,exchange,-734.80,EUR,NULL,"2021-08-31 11:33:43","Auto-generated exchange"
4839,286,payment,-872.88,EUR,NULL,"2021-12-17 16:45:04","Auto-generated payment"
4840,286,exchange,343.68,EUR,NULL,"2022-02-21 01:36:45","Auto-generated exchange"
4841,286,deposit,627.76,EUR,NULL,"2022-04-14 20:15:03","Auto-generated deposit"
4842,286,payment,-172.41,EUR,NULL,"2023-01-11 05:05:16","Auto-generated payment"
4843,286,payment,-388.32,EUR,NULL,"2023-04-16 02:15:25","Auto-generated payment"
4844,287,deposit,2251.69,INR,NULL,"2021-05-15 07:11:17","Auto-generated deposit"
4845,287,payment,-689.18,INR,NULL,"2025-01-15 01:32:00","Auto-generated payment"
4846,287,withdrawal,-428.10,INR,NULL,"2021-12-18 07:28:19","Auto-generated withdrawal"
4847,287,withdrawal,-887.92,INR,NULL,"2024-03-22 21:56:12","Auto-generated withdrawal"
4848,287,deposit,2847.05,INR,NULL,"2022-10-18 13:11:47","Auto-generated deposit"
4849,287,transfer,-1099.59,INR,76,"2022-08-23 17:12:07","Auto-generated transfer"
4850,76,transfer,1099.59,INR,287,"2022-08-23 17:12:12","Auto-generated transfer"
4851,287,deposit,2881.41,INR,NULL,"2024-10-24 02:46:06","Auto-generated deposit"
4852,287,withdrawal,-173.49,INR,NULL,"2024-10-25 05:48:56","Auto-generated withdrawal"
4853,287,withdrawal,-556.99,INR,NULL,"2023-11-13 20:12:53","Auto-generated withdrawal"
4854,287,deposit,2590.16,INR,NULL,"2023-09-06 04:24:39","Auto-generated deposit"
4855,287,transfer,-395.40,INR,775,"2021-09-06 05:59:05","Auto-generated transfer"
4856,775,transfer,395.40,INR,287,"2021-09-06 05:59:10","Auto-generated transfer"
4857,287,withdrawal,-605.82,INR,NULL,"2021-09-17 18:19:30","Auto-generated withdrawal"
4858,287,payment,-48.27,INR,NULL,"2025-06-14 05:38:41","Auto-generated payment"
4859,288,deposit,3934.10,INR,NULL,"2021-02-19 07:00:31","Auto-generated deposit"
4860,288,deposit,2271.01,INR,NULL,"2024-12-29 14:13:52","Auto-generated deposit"
4861,288,payment,-469.70,INR,NULL,"2024-09-17 06:07:44","Auto-generated payment"
4862,288,payment,-870.22,INR,NULL,"2024-12-09 23:55:20","Auto-generated payment"
4863,288,withdrawal,-912.92,INR,NULL,"2025-03-06 07:30:37","Auto-generated withdrawal"
4864,288,exchange,44.13,INR,NULL,"2024-03-03 00:59:02","Auto-generated exchange"
4865,288,withdrawal,-254.33,INR,NULL,"2024-07-21 16:00:38","Auto-generated withdrawal"
4866,288,exchange,606.67,INR,NULL,"2024-11-04 23:35:43","Auto-generated exchange"
4867,288,payment,-945.12,INR,NULL,"2022-09-08 15:16:42","Auto-generated payment"
4868,288,withdrawal,-410.19,INR,NULL,"2025-01-23 03:31:20","Auto-generated withdrawal"
4869,288,withdrawal,-697.41,INR,NULL,"2023-01-05 20:54:33","Auto-generated withdrawal"
4870,288,withdrawal,-316.51,INR,NULL,"2023-09-04 18:22:22","Auto-generated withdrawal"
4871,288,withdrawal,-533.33,INR,NULL,"2025-05-18 07:36:05","Auto-generated withdrawal"
4872,289,deposit,3659.68,INR,NULL,"2020-09-20 21:17:40","Auto-generated deposit"
4873,289,exchange,805.29,INR,NULL,"2023-10-03 23:06:47","Auto-generated exchange"
4874,289,payment,-846.46,INR,NULL,"2024-09-16 00:50:01","Auto-generated payment"
4875,289,deposit,1435.02,INR,NULL,"2022-03-27 12:05:55","Auto-generated deposit"
4876,289,payment,-953.73,INR,NULL,"2022-01-30 05:54:56","Auto-generated payment"
4877,289,deposit,2881.62,INR,NULL,"2023-05-01 04:36:53","Auto-generated deposit"
4878,289,withdrawal,-949.08,INR,NULL,"2021-11-25 00:53:34","Auto-generated withdrawal"
4879,289,deposit,1848.69,INR,NULL,"2025-04-29 04:00:00","Auto-generated deposit"
4880,289,payment,-418.67,INR,NULL,"2023-10-03 12:36:32","Auto-generated payment"
4881,289,transfer,-946.77,INR,377,"2024-06-11 12:03:05","Auto-generated transfer"
4882,377,transfer,946.77,INR,289,"2024-06-11 12:03:10","Auto-generated transfer"
4883,289,exchange,-303.25,INR,NULL,"2023-06-05 05:00:13","Auto-generated exchange"
4884,290,deposit,4554.58,INR,NULL,"2020-11-02 21:39:18","Auto-generated deposit"
4885,290,deposit,1374.50,INR,NULL,"2024-01-25 03:45:54","Auto-generated deposit"
4886,290,payment,-297.02,INR,NULL,"2023-01-04 05:14:03","Auto-generated payment"
4887,290,payment,-399.37,INR,NULL,"2024-02-10 19:31:28","Auto-generated payment"
4888,290,payment,-23.46,INR,NULL,"2021-12-06 15:03:48","Auto-generated payment"
4889,290,deposit,2087.06,INR,NULL,"2021-11-02 19:14:24","Auto-generated deposit"
4890,290,payment,-815.52,INR,NULL,"2022-10-30 00:07:45","Auto-generated payment"
4891,290,withdrawal,-183.87,INR,NULL,"2024-09-09 16:17:43","Auto-generated withdrawal"
4892,290,withdrawal,-119.15,INR,NULL,"2022-03-08 00:20:02","Auto-generated withdrawal"
4893,290,withdrawal,-85.38,INR,NULL,"2024-04-27 19:55:37","Auto-generated withdrawal"
4894,290,payment,-82.37,INR,NULL,"2021-12-22 18:15:11","Auto-generated payment"
4895,290,withdrawal,-146.94,INR,NULL,"2025-01-28 21:07:12","Auto-generated withdrawal"
4896,290,deposit,1469.48,INR,NULL,"2025-07-18 12:12:57","Auto-generated deposit"
4897,290,withdrawal,-902.53,INR,NULL,"2024-11-19 13:58:43","Auto-generated withdrawal"
4898,290,payment,-433.01,INR,NULL,"2024-12-13 21:33:12","Auto-generated payment"
4899,290,withdrawal,-298.61,INR,NULL,"2024-07-18 08:16:09","Auto-generated withdrawal"
4900,290,payment,-697.25,INR,NULL,"2024-12-01 17:25:37","Auto-generated payment"
4901,290,transfer,-1496.42,INR,1855,"2023-06-10 23:16:33","Auto-generated transfer"
4902,1855,transfer,1496.42,INR,290,"2023-06-10 23:16:38","Auto-generated transfer"
4903,290,exchange,31.90,INR,NULL,"2022-02-02 22:02:50","Auto-generated exchange"
4904,291,deposit,1423.15,EUR,NULL,"2021-08-03 04:16:25","Auto-generated deposit"
4905,291,withdrawal,-324.80,EUR,NULL,"2023-09-08 20:50:31","Auto-generated withdrawal"
4906,291,exchange,605.00,EUR,NULL,"2023-05-28 02:26:37","Auto-generated exchange"
4907,291,exchange,651.76,EUR,NULL,"2023-12-03 05:03:07","Auto-generated exchange"
4908,291,payment,-45.63,EUR,NULL,"2023-12-22 15:00:47","Auto-generated payment"
4909,291,deposit,1408.60,EUR,NULL,"2023-05-11 03:05:08","Auto-generated deposit"
4910,291,withdrawal,-826.27,EUR,NULL,"2022-06-07 03:25:44","Auto-generated withdrawal"
4911,291,withdrawal,-892.81,EUR,NULL,"2023-03-27 12:41:54","Auto-generated withdrawal"
4912,291,deposit,2530.79,EUR,NULL,"2022-05-14 22:23:34","Auto-generated deposit"
4913,291,exchange,651.26,EUR,NULL,"2022-02-03 19:57:45","Auto-generated exchange"
4914,291,exchange,-764.27,EUR,NULL,"2024-09-30 20:09:42","Auto-generated exchange"
4915,291,transfer,-826.41,EUR,317,"2022-10-13 13:14:48","Auto-generated transfer"
4916,317,transfer,826.41,EUR,291,"2022-10-13 13:14:53","Auto-generated transfer"
4917,291,payment,-473.04,EUR,NULL,"2025-02-20 10:31:20","Auto-generated payment"
